region,topic,text,label
서울,주거환경,"가디, 구디도 그런데 이상하게 노량진 역도 내리면 엄청 칙칙함...",-1
서울,주거환경,"용상,강남은...탁 트인 느낌이 있음. 근데 구로,가산,독산은 죄다 중소기업들만 있고...원래가 저임금 노동자들이 있었던 공단지역이라...",-1
서울,주거환경,그 이상하게 전철이 지상에 노출된 역들이 유독 더 그런거같음요. 특히 1호선라인...,-1
서울,주거환경,그냥 면적대비 유동인구가 ㅈㄴ많으니 사람에 치여서 짜증나고 예민해짐ㅇㅇ...,-1
서울,주거환경,걍 덜벌고 지방사는게 훨씬 스트레스 덜받는다(반지하 월셋방 반응),-1
서울,주거환경,강남의 가장 큰 무기는 학군이죠...,1
서울,주거환경,"다른 곳 살다가 강남구 살아보니 너무 쾌적한 환경, 나이스하고 시민의식 높은 사람들이 모여 사니 너무 살기 좋습니다.",1
서울,주거환경,지방사는데 대학졸업하고 딱 3개월 서울에서 저리 살다가 미쳐버릴 것 같아서 본가로 다시 내려옴...,-1
서울,주거환경,은평구 갈현동 주민입니다. 산이 둘러싸고 있는 마을이에요...폭염이 닥쳤다고까지 느끼지는 못했어요.,1
서울,주거환경,노원구는 녹지가 60프로이고...총 181개의 공원을 자랑합니다...삶의 질이 엄청 높아져서 무척 만족하고 있습니다.,1
서울,주거환경,노원구 직장쪽인데. 늘 감탄합니다. 사람 살기 정말 좋은 곳입니다.,1
서울,주거환경,종로4가에 삽니다.. 종묘부터는 시원해요. 도심 속에 공원이 얼마나 소중 한지 매일 깨닫게됩니다.,1
서울,주거환경,서울에 살면서 경기도로 출근하는데...서울사람들이 더 착하다는것은 아닌데 서울은 남에게 더 신경안쓰고 관심이 없고 개인주의 성향이 강하고...,-1
서울,주거환경,한강공원 진짜 오랫만이네요.~~...한강공원은 서울 사는분들의 특권인것 같아요.,1
서울,주거환경,서울살이 20년... 갑자기 번아웃 와서 지방으로 훅 내려왔습니다.. 지금 생활에 굉장히 만족합니다..,1
서울,주거환경,서울은 놀러가기엔 좋은 곳인데 사람 살 곳은 아닌 것 같습니다...진짜 공황장애 올 것 같아요,-1
서울,주거환경,공감합니다. 지방사람인데...서울에서 사람처럼 살려면 최소 연봉 1억이상 되어야하지 않을까하는 것이었네요.,-1
서울,주거환경,경기도 가평 토박인데...이제는 서울만 가면 끝없는 교통체증에 사람들 미어터지고...진짜 그 수많은 인파에 답답하고 숨이 턱턱막힘...,-1
서울,주거환경,"경기북부 사는데 서울나갈때마다 난 여기서는 살수없겠구나 싶음 많은 사람,소음, 차, 이 모든게 너무 자극이라ㅠ",-1
서울,주거환경,서울이 살기 좋긴 하지만 뭔가 살다 보면 지칠 거 같음 수많은 사람 사이에서 열차를 타고 출퇴근하고...,-1
서울,주거환경,미세먼지 황사 등 공기 안좋은날 엄청 많음 교통체증 장난아님 그렇다고 대중교통타면 출퇴근 지옥...,-1
서울,교통인프라,강남역에 혼자 살고있는데 영상에 나왔듯이 한번 살아보니깐 벗어나고 싶지가 않아요 … 인프라 교통 뭐하나 나쁜게 없으니 …,1
서울,교통인프라,고속터미널 앞에 사는데 학군 이런걸 배제하고도 살기 최적의 자리예요...주변 인프라가 너무 좋아서 계속 살아야겠다는 생각이 드는 곳인거같아요,1
서울,교통인프라,일자리 병원등 인프라가 몰려있음..,1
서울,교통인프라,그냥 서울에 할것도 놀것도 먹을것도 많고 사람도많아서 친구도많음...지방은 여름엔 더위피할곳없고 겨울엔 추위피할곳 없지만 서울은...실내 놀거리도 많음.,1
서울,교통인프라,대구 살다가 서울 왔는데 살아보면 왜 서울이 좋은지 알게됨 교통이랑 문화는 말할 것도 없고...,1
서울,교통인프라,서울은 자가용도 이용하지 못하고 대중교통도 이용하지 못하는 곳입니다. 도로는 주차장이고 주차장은 없으니...,-1
서울,교통인프라,모든 핫한 행사는 서울에서함.. 놀거리 볼거리 즐길거리가 많은곳이 서울!,1
서울,교통인프라,여차하면 심야버스 타도되요...서울은 진심 대중교통 잘되어 있습니다.,1
서울,교통인프라,"전시회, 콘서트, 뮤지컬등등 문화인프라는 전부 서울에 집중되있는게 현실이고...",1
서울,교통인프라,서울에서 태어나고 쭉 서울에서만 살다 지방 내려온지 2년 됐는데 진짜 인프라 차이 심합니다.,1
서울,교통인프라,"강ㄴ,서초,서울한강변 이정도 살아야 서울 살지 않는 사람들이 생각하는 서울 인프라 제대로 즐길 수 있지...",1
서울,교통인프라,서울은좁아서 아무리구려도 교통은편함...,1
서울,교통인프라,.서울러인데...어디든 그냥 교통이 다 되어잇잔아...그게 포인트인디..,1
서울,교통인프라,서울 장점은.. 문화생활 포함해서 하고싶은거나 먹고싶은게 있어서 찾아보면 쉽게 할 수 있음...그리고 지하철 잘되어있어서 이동하기 편함,1
서울,교통인프라,그런데 그 대중교통의 경험적 질이 전국 최악임,-1
서울,교통인프라,하지만 지방과 가장 큰 차이점은 대중교통이 매우 좋다는 거...,1
서울,교통인프라,시내 주행은 주말은 진짜 전 지역 주차장 수준인데 ㅋㅋ...차가 너무너무너무많음,-1
서울,교통인프라,서울시내 도로는 왜 안막히는 구간찾기가 더 힘든걸까...대중교통 인프라도 매우 좋음...그런데도...안막히는데가 없음,-1
서울,교통인프라,수도권은 거의 1시간 거리내에 웬만한건 다있는데 지방은 2시간은 가야되는데 시설 자체가 운영 안하는 경우도 있고...,-1
서울,교통인프라,"놀곳이 많다 이벤트, 공연, 문화생활 데이트 코스가 무궁무진해요",1
서울,교통인프라,서울 차 존나막히고 주차도 안되던데 씹...나이쳐먹고 대중교통 타고다녀야됨?,-1
서울,정책효능감,강남살다 이사가면 다시 강남살고싶긴함.. 엄청 부자말고 강남 사는 보통사람들 만나도 이상한 사람들이 별로없음...,1
서울,정책효능감,강남의 가장 큰 무기는 학군이죠...,1
